SF_Id,Name,Stage,Field,Before,After,Source,Timestamp,Action
006WR000011kjJ8YAI,ROE - 10027 HARMON RD FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJ9YAI,ROE - 1929 GOLDEN HEIGHTS RD FORT WORTH TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJAYAY,ROE - 410 W 7TH ST TAYLOR TX,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJCYAY,ROE - 1120 BLUE MOUND W RD FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJIYAY,ROE - 1919 GOLDEN HEIGHTS RD HASLET TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJMYAY,ROE - 1911 N AUSTIN AVE GEORGETOWN TX,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJRYAY,ROE - 880 BLUE MOUND W RD FORT WORTH TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJWYAY,ROE - 2829 HERITAGE TRACE DR FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJbYAI,ROE - 7420 N BEACH ST FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJeYAI,ROE - 1130 BLUE MOUND W RD FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJfYAI,ROE - 1208 S FM 51  DECATUR TX,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJhYAI,ROE - 1943 GOLDEN HEIGHTS RD FORT WORTH TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJjYAI,ROE - 515 W SOUTHLAKE BLVD SOUTHLAKE TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJoYAI,ROE - 1927 GOLDEN HEIGHTS RD FORT WORTH TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJpYAI,ROE - 2163 GOLDEN HEIGHTS RD HASLET TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJqYAI,ROE - 2617 BLUE MOUND W LN HASLET TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJtYAI,ROE - 6245 RUFE SNOW DR WATAUGA TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJuYAI,ROE - 630 E SOUTHLAKE BLVD SOUTHLAKE TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJxYAI,ROE - 750 S MAIN ST KELLER TX,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJyYAI,ROE - 8245 PRECINCT LINE RD NORTH RICHLAND HILLS TX,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjK3YAI,ROE - 1937 GOLDEN HEIGHTS RD FORT WORTH TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjK5YAI,ROE - 875 KELLER PKWY KELLER TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjK9YAI,ROE - 6500 DENTON HWY WATAUGA TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjKBYAY,ROE - 8801 DAVIS BLVD KELLER TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjKDYAY,ROE - 950 S FM 156  JUSTIN TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjKIYAY,ROE - 828 BOYD RD AZLE TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjKJYAY,ROE - 8420 DENTON HWY WATAUGA TX,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjKLYAY,ROE - 900 S MAIN ST KELLER TX,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjKOYAY,ROE - 5420 BASSWOOD BLVD FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjVhYAI,ROE - 6900 DENTON HWY WATAUGA TX,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000012SH7VYAW,ROE - 6201 N 89TH CIR OMAHA NE,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000012SHAjYAO,ROE - 2801 HERITAGE TRACE DR FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
