opp_id,opp_name,opp_site_name,opp_state,opp_city,opp_address,opp_stage,rank,score,confidence,st_name,st_site_name,st_monday_name,st_state,st_city,st_site_status,st_already_linked_to,breakdown
006WR00000xwF9ZYAU,Omaha_MDU_Arbor Creek Apartments,Omaha_MDU_Arbor Creek Apartments,NE,Omaha,345 S 78TH ST UNIT 1 OMAHA NE 68114,PAL/ROE Complete,3,5,,P-005791,Omaha_MDU_6303 Taylor Cir,6303 Taylor Circle,NE,Omaha,In Service,Omaha_MDU_6303 Taylor Cir,state+1; city_exact+3; nametoks['omaha']+1
006WR00000xwFMTYA2,Omaha_MDU_Birchwood Apts,Omaha_MDU_Birchwood Apts,NE,Omaha,4304 N 88TH PLZ OMAHA NE 68134,PAL/ROE Complete,1,6,medium,P-005410,Omaha_MDU_Birchwood Apts,Birchwood Apts,NE,Omaha,In Service,Birchwood Apts,"state+1; city_exact+3; nametoks['birchwood', 'omaha']+2"
006WR00000xwFMTYA2,Omaha_MDU_Birchwood Apts,Omaha_MDU_Birchwood Apts,NE,Omaha,4304 N 88TH PLZ OMAHA NE 68134,PAL/ROE Complete,2,5,,P-006738,Omaha_MDU_Bristol Square Apts,Bristol Square Apts,NE,Omaha,Future,Bristol Square Apartments,state+1; city_exact+3; nametoks['omaha']+1
006WR00000xwFMTYA2,Omaha_MDU_Birchwood Apts,Omaha_MDU_Birchwood Apts,NE,Omaha,4304 N 88TH PLZ OMAHA NE 68134,PAL/ROE Complete,3,5,,P-005791,Omaha_MDU_6303 Taylor Cir,6303 Taylor Circle,NE,Omaha,In Service,Omaha_MDU_6303 Taylor Cir,state+1; city_exact+3; nametoks['omaha']+1
006WR00000xwFazYAE,Omaha_MDU_4524 Lafayette Ave,Omaha_MDU_4524 Lafayette Ave,NE,Omaha,4524 LAFAYETTE AVE UNIT 1 OMAHA NE 68132 LAFAYETTE & NICHOLAS APARTMENT,Contract Negotiations,1,6,medium,P-006494,Omaha_MDU_4760 LAFAYETTE AVE,4760 LAFAYETTE AVE,NE,Omaha,Future,Omaha_MDU_4760 LAFAYETTE AVE,"state+1; city_exact+3; nametoks['lafayette', 'omaha']+2"
006WR00000xwFazYAE,Omaha_MDU_4524 Lafayette Ave,Omaha_MDU_4524 Lafayette Ave,NE,Omaha,4524 LAFAYETTE AVE UNIT 1 OMAHA NE 68132 LAFAYETTE & NICHOLAS APARTMENT,Contract Negotiations,2,6,,P-006876,Omaha_MDU_4750 LAFAYETTE AVE,4750 LAFAYETTE AVE,NE,Omaha,Future,Omaha_MDU_4760 LAFAYETTE AVE,"state+1; city_exact+3; nametoks['lafayette', 'omaha']+2"
006WR00000xwFazYAE,Omaha_MDU_4524 Lafayette Ave,Omaha_MDU_4524 Lafayette Ave,NE,Omaha,4524 LAFAYETTE AVE UNIT 1 OMAHA NE 68132 LAFAYETTE & NICHOLAS APARTMENT,Contract Negotiations,3,5,,P-006738,Omaha_MDU_Bristol Square Apts,Bristol Square Apts,NE,Omaha,Future,Bristol Square Apartments,state+1; city_exact+3; nametoks['omaha']+1
006WR00000xwFcbYAE,Omaha_MDU_4606 Redman Ave,Omaha_MDU_4606 Redman Ave,NE,Omaha,4602 REDMAN AVE UNIT 1 OMAHA NE 68104,PAL/ROE Complete,1,6,medium,P-005702,Omaha_MDU_The Redman Townhomes & Apartments,4470 Redman Townhomes,NE,Omaha,In Service,Omaha_MDU_The Redman Townhomes & Apartments,"state+1; city_exact+3; nametoks['omaha', 'redman']+2"
006WR00000xwFcbYAE,Omaha_MDU_4606 Redman Ave,Omaha_MDU_4606 Redman Ave,NE,Omaha,4602 REDMAN AVE UNIT 1 OMAHA NE 68104,PAL/ROE Complete,2,5,,P-006738,Omaha_MDU_Bristol Square Apts,Bristol Square Apts,NE,Omaha,Future,Bristol Square Apartments,state+1; city_exact+3; nametoks['omaha']+1
006WR00000xwFcbYAE,Omaha_MDU_4606 Redman Ave,Omaha_MDU_4606 Redman Ave,NE,Omaha,4602 REDMAN AVE UNIT 1 OMAHA NE 68104,PAL/ROE Complete,3,5,,P-005791,Omaha_MDU_6303 Taylor Cir,6303 Taylor Circle,NE,Omaha,In Service,Omaha_MDU_6303 Taylor Cir,state+1; city_exact+3; nametoks['omaha']+1
006WR00000xwH9lYAE,Killeen_MDU_5 W Rancier Ave,Killeen_MDU_5 W Rancier Ave,TX,Killeen,500 W RANCIER AVE BLDG 2 KILLEEN TX 76541,PAL/ROE Complete,1,5,medium,P-006296,Killeen_MDU_The Renaissance at Stoney Creek,The Renaissance at Stoney Creek,TX,Killeen,In Service,The Renaissance at Stoney Creek,state+1; city_exact+3; nametoks['killeen']+1
006WR00000xwH9lYAE,Killeen_MDU_5 W Rancier Ave,Killeen_MDU_5 W Rancier Ave,TX,Killeen,500 W RANCIER AVE BLDG 2 KILLEEN TX 76541,PAL/ROE Complete,2,5,,P-001611,Killeen_MDU_Bay Colony Apartments,Bay Colony Apartments,TX,Killeen,In Service,Bay Colony Apartments,state+1; city_exact+3; nametoks['killeen']+1
006WR00000xwH9lYAE,Killeen_MDU_5 W Rancier Ave,Killeen_MDU_5 W Rancier Ave,TX,Killeen,500 W RANCIER AVE BLDG 2 KILLEEN TX 76541,PAL/ROE Complete,3,5,,P-006777,Killeen_MDU_209 E Dean Ave,209 E Dean Ave,TX,Killeen,Future,Killeen_MDU_209 E Dean Ave,state+1; city_exact+3; nametoks['killeen']+1
006WR00000xwHPtYAM,Georgetown_MDU_Mid-Century Park,Georgetown_MDU_Mid-Century Park,TX,Georgetown,900 E 13TH ST UNIT 101 GEORGETOWN TX 78626,PAL/ROE Complete,1,5,medium,P-000889,Georgetown_MDU_Retreat at Wolf Ranch,Retreat at Wolf Ranch,TX,Georgetown,In Service,Avalon Wolf Ranch (f/k/a Retreat at Wolf Ranch),state+1; city_exact+3; nametoks['georgetown']+1
006WR00000xwHPtYAM,Georgetown_MDU_Mid-Century Park,Georgetown_MDU_Mid-Century Park,TX,Georgetown,900 E 13TH ST UNIT 101 GEORGETOWN TX 78626,PAL/ROE Complete,2,5,,P-002041,Georgetown_MDU_Vida Apartments,Vida Apartments,TX,Georgetown,Future,Vida Apartments,state+1; city_exact+3; nametoks['georgetown']+1
006WR00000xwHPtYAM,Georgetown_MDU_Mid-Century Park,Georgetown_MDU_Mid-Century Park,TX,Georgetown,900 E 13TH ST UNIT 101 GEORGETOWN TX 78626,PAL/ROE Complete,3,5,,P-006877,Georgetown_MDU_Linea Stillwater,Linea Stillwater,TX,Georgetown,Future,Linea Stillwater,state+1; city_exact+3; nametoks['georgetown']+1
006WR00000y3jyvYAA,Omaha_MDU_4612 Redman Ave,Omaha_MDU_4612 Redman Ave,NE,Omaha,,PAL/ROE Complete,1,6,medium,P-005702,Omaha_MDU_The Redman Townhomes & Apartments,4470 Redman Townhomes,NE,Omaha,In Service,Omaha_MDU_The Redman Townhomes & Apartments,"state+1; city_exact+3; nametoks['omaha', 'redman']+2"
006WR00000y3jyvYAA,Omaha_MDU_4612 Redman Ave,Omaha_MDU_4612 Redman Ave,NE,Omaha,,PAL/ROE Complete,2,5,,P-006738,Omaha_MDU_Bristol Square Apts,Bristol Square Apts,NE,Omaha,Future,Bristol Square Apartments,state+1; city_exact+3; nametoks['omaha']+1
006WR00000y3jyvYAA,Omaha_MDU_4612 Redman Ave,Omaha_MDU_4612 Redman Ave,NE,Omaha,,PAL/ROE Complete,3,5,,P-005791,Omaha_MDU_6303 Taylor Cir,6303 Taylor Circle,NE,Omaha,In Service,Omaha_MDU_6303 Taylor Cir,state+1; city_exact+3; nametoks['omaha']+1
006WR00000y4ekIYAQ,Mineral Wells_MDU_Shady Oak Circle Housing,Mineral Wells_MDU_Shady Oak Circle Housing,TX,Mineral Wells,"Shady Oak Cir, Mineral Wells, TX",Engaged,,,none,,,,,,,,
006WR00000ytrE5YAI,Trailer Rancho Mobile,,CA,Encinitas,1549 N Vulcan Ave,Engaged,1,4,low,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3
006WR00000ytrE5YAI,Trailer Rancho Mobile,,CA,Encinitas,1549 N Vulcan Ave,Engaged,2,4,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3
006WR00000ytrE5YAI,Trailer Rancho Mobile,,CA,Encinitas,1549 N Vulcan Ave,Engaged,3,4,,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3
006WR00000yuZv2YAE,Laurel Cove Lane Pvt Road,,CA,Encinitas,1129 Laurel Cove Ln,PAL/ROE Complete,1,4,low,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3
006WR00000yuZv2YAE,Laurel Cove Lane Pvt Road,,CA,Encinitas,1129 Laurel Cove Ln,PAL/ROE Complete,2,4,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3
006WR00000yuZv2YAE,Laurel Cove Lane Pvt Road,,CA,Encinitas,1129 Laurel Cove Ln,PAL/ROE Complete,3,4,,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3
006WR00000yugutYAA,Ocean View Private Road,,CA,Encinitas,359 Ocean View Avenue,PAL/ROE Complete,1,5,medium,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['view']+1
006WR00000yugutYAA,Ocean View Private Road,,CA,Encinitas,359 Ocean View Avenue,PAL/ROE Complete,2,4,,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3
006WR00000yugutYAA,Ocean View Private Road,,CA,Encinitas,359 Ocean View Avenue,PAL/ROE Complete,3,4,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3
006WR00000yur0lYAA,1342 Eolus Ave,,CA,Encinitas,1342 EOLUS AVE,Engaged,1,4,low,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3
006WR00000yur0lYAA,1342 Eolus Ave,,CA,Encinitas,1342 EOLUS AVE,Engaged,2,4,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3
006WR00000yur0lYAA,1342 Eolus Ave,,CA,Encinitas,1342 EOLUS AVE,Engaged,3,4,,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3
006WR00000yvAMgYAM,Terraces At Cantebria HOA,,CA,Encinitas,1105 Via Montecito,PAL/ROE Complete,1,5,medium,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvAMgYAM,Terraces At Cantebria HOA,,CA,Encinitas,1105 Via Montecito,PAL/ROE Complete,2,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvAMgYAM,Terraces At Cantebria HOA,,CA,Encinitas,1105 Via Montecito,PAL/ROE Complete,3,5,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvMEBYA2,Hacienda de la Playa HOA,,CA,Encinitas,925 Hermes Ave,PAL/ROE Complete,1,8,high,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,"state+1; city_exact+3; nametoks['de', 'hoa', 'la', 'playa']+4"
006WR00000yvMEBYA2,Hacienda de la Playa HOA,,CA,Encinitas,925 Hermes Ave,PAL/ROE Complete,2,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvMEBYA2,Hacienda de la Playa HOA,,CA,Encinitas,925 Hermes Ave,PAL/ROE Complete,3,5,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvU0RYAU,3152 Levante,,CA,Carlsbad,3152 Levante,Engaged,1,4,low,P-006102,Carlsbad_MDU_La Costa Paloma,La Costa Paloma,CA,Carlsbad,Future,La Costa Paloma,state+1; city_exact+3
006WR00000yvU0RYAU,3152 Levante,,CA,Carlsbad,3152 Levante,Engaged,2,4,,P-002501,CA_CARLSBAD_SA07_FB03_SunnyCreekApts,CA_CARLSBAD_SA07_FB03_SunnyCreekApts,CA,Carlsbad,Future,,state+1; city_exact+3
006WR00000yvVsYYAU,3156 Levante,,CA,Carlsbad,3158 Levante,Engaged,1,4,low,P-006102,Carlsbad_MDU_La Costa Paloma,La Costa Paloma,CA,Carlsbad,Future,La Costa Paloma,state+1; city_exact+3
006WR00000yvVsYYAU,3156 Levante,,CA,Carlsbad,3158 Levante,Engaged,2,4,,P-002501,CA_CARLSBAD_SA07_FB03_SunnyCreekApts,CA_CARLSBAD_SA07_FB03_SunnyCreekApts,CA,Carlsbad,Future,,state+1; city_exact+3
006WR00000yvY5dYAE,Converge Justin,,TX,Northlake,11584 FM156,Contract Negotiations,,,none,,,,,,,,
006WR00000yvYteYAE,Manzanita Cove HOA,,CA,Encinitas,131 Manzanita Dr,PAL/ROE Complete,1,5,medium,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvYteYAE,Manzanita Cove HOA,,CA,Encinitas,131 Manzanita Dr,PAL/ROE Complete,2,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvYteYAE,Manzanita Cove HOA,,CA,Encinitas,131 Manzanita Dr,PAL/ROE Complete,3,5,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yviUqYAI,Village At Leucadia HOA,,CA,Encinitas,1404 N Vulcan Ave,PAL/ROE Complete,1,6,medium,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,"state+1; city_exact+3; nametoks['hoa', 'leucadia']+2"
006WR00000yviUqYAI,Village At Leucadia HOA,,CA,Encinitas,1404 N Vulcan Ave,PAL/ROE Complete,2,5,,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yviUqYAI,Village At Leucadia HOA,,CA,Encinitas,1404 N Vulcan Ave,PAL/ROE Complete,3,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvmgUYAQ,Cardiff Glen HOA,,CA,Encinitas,2100 Mackinnon Ave,PAL/ROE Complete,1,5,medium,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvmgUYAQ,Cardiff Glen HOA,,CA,Encinitas,2100 Mackinnon Ave,PAL/ROE Complete,2,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvmgUYAQ,Cardiff Glen HOA,,CA,Encinitas,2100 Mackinnon Ave,PAL/ROE Complete,3,5,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvvNCYAY,950-946-942 Hygeia Avenue,,CA,Encinitas,950 Hygeia Avenue,PAL/ROE Complete,1,4,low,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3
006WR00000yvvNCYAY,950-946-942 Hygeia Avenue,,CA,Encinitas,950 Hygeia Avenue,PAL/ROE Complete,2,4,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3
006WR00000yvvNCYAY,950-946-942 Hygeia Avenue,,CA,Encinitas,950 Hygeia Avenue,PAL/ROE Complete,3,4,,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3
006WR00000yvvrqYAA,Cantaberia HOA,,CA,Encinitas,500 Via Cantebria,PAL/ROE Complete,1,5,medium,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvvrqYAA,Cantaberia HOA,,CA,Encinitas,500 Via Cantebria,PAL/ROE Complete,2,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvvrqYAA,Cantaberia HOA,,CA,Encinitas,500 Via Cantebria,PAL/ROE Complete,3,5,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvxC6YAI,Hygeia Court HOA,,CA,Encinitas,205 Hygeia Ct,PAL/ROE Complete,1,5,medium,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvxC6YAI,Hygeia Court HOA,,CA,Encinitas,205 Hygeia Ct,PAL/ROE Complete,2,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yvxC6YAI,Hygeia Court HOA,,CA,Encinitas,205 Hygeia Ct,PAL/ROE Complete,3,5,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yw09zYAA,Beacons Beach Village,ENCINITAS_MDU_Beacons Beach Village,CA,Encinitas,170 Diana Street,PAL/ROE Complete,1,6,medium,P-005182,Encinitas_MDU_Encinitas_Village,Encinitas_MDU_Encinitas_Village,CA,Encinitas,Future,,"state+1; city_exact+3; nametoks['encinitas', 'village']+2"
006WR00000yw09zYAA,Beacons Beach Village,ENCINITAS_MDU_Beacons Beach Village,CA,Encinitas,170 Diana Street,PAL/ROE Complete,2,5,,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3; nametoks['encinitas']+1
006WR00000yw09zYAA,Beacons Beach Village,ENCINITAS_MDU_Beacons Beach Village,CA,Encinitas,170 Diana Street,PAL/ROE Complete,3,5,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3; nametoks['encinitas']+1
006WR00000yw0RiYAI,Encinitas Ranch HOA,,CA,Encinitas,1495 Paseo De Las Flores,PAL/ROE Complete,1,7,medium,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,"state+1; city_exact+3; nametoks['de', 'encinitas', 'hoa']+3"
006WR00000yw0RiYAI,Encinitas Ranch HOA,,CA,Encinitas,1495 Paseo De Las Flores,PAL/ROE Complete,2,6,,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,"state+1; city_exact+3; nametoks['encinitas', 'ranch']+2"
006WR00000yw0RiYAI,Encinitas Ranch HOA,,CA,Encinitas,1495 Paseo De Las Flores,PAL/ROE Complete,3,6,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,"state+1; city_exact+3; nametoks['encinitas', 'hoa']+2"
006WR00000yw5zGYAQ,Oceanic Drive,,CA,Encinitas,1145 Oceanic Drive,PAL/ROE Complete,1,4,low,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3
006WR00000yw5zGYAQ,Oceanic Drive,,CA,Encinitas,1145 Oceanic Drive,PAL/ROE Complete,2,4,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3
006WR00000yw5zGYAQ,Oceanic Drive,,CA,Encinitas,1145 Oceanic Drive,PAL/ROE Complete,3,4,,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3
006WR00000yw95EYAQ,Seaside Sanctuary HOA,,CA,Solana Beach,803 S Cedros Ave,PAL/ROE Complete,1,5,medium,P-005541,Solana Beach_MDU_Sixth Green HOA,Solana Beach_MDU_Sixth Green HOA,CA,Solana Beach,Future,Sixth Green Townhomes,state+1; city_exact+3; nametoks['hoa']+1
006WR00000yw95EYAQ,Seaside Sanctuary HOA,,CA,Solana Beach,803 S Cedros Ave,PAL/ROE Complete,2,4,,P-005369,Solana Beach_MDU_Seascape Sur,Seascape Sur,CA,Solana Beach,Future,Seascape Sur,state+1; city_exact+3
006WR00000yw95EYAQ,Seaside Sanctuary HOA,,CA,Solana Beach,803 S Cedros Ave,PAL/ROE Complete,3,4,,P-004726,SolanaBeach_MDU_Del Mar Downs,SolanaBeach_MDU_Del Mar Downs,CA,Solana Beach,Future,Del Mar Downs Condos,state+1; city_exact+3
006WR00000ywAsVYAU,Island View - Private Road,,CA,CA 92024,1150 Island View Ln Unit Encinitas,PAL/ROE Complete,,,none,,,,,,,,
006WR00000ywEb8YAE,Portico At Rancho Carrillo HOA,,CA,Carlsbad,6471 Terraza Portico,PAL/ROE Complete,1,4,low,P-006102,Carlsbad_MDU_La Costa Paloma,La Costa Paloma,CA,Carlsbad,Future,La Costa Paloma,state+1; city_exact+3
006WR00000ywEb8YAE,Portico At Rancho Carrillo HOA,,CA,Carlsbad,6471 Terraza Portico,PAL/ROE Complete,2,4,,P-002501,CA_CARLSBAD_SA07_FB03_SunnyCreekApts,CA_CARLSBAD_SA07_FB03_SunnyCreekApts,CA,Carlsbad,Future,,state+1; city_exact+3
006WR00000ywF2ZYAU,May Private Road,,CA,Enciniitas,235 May Court,PAL/ROE Complete,,,none,,,,,,,,
006WR00000ywMAUYA2,"247-263 HWY 101 Solana Beach, CA",,CA,CA,247-263 HWY 101 Solana Beach,PAL/ROE Complete,1,3,low,P-005369,Solana Beach_MDU_Seascape Sur,Seascape Sur,CA,Solana Beach,Future,Seascape Sur,"state+1; nametoks['beach', 'solana']+2"
006WR00000ywMAUYA2,"247-263 HWY 101 Solana Beach, CA",,CA,CA,247-263 HWY 101 Solana Beach,PAL/ROE Complete,2,3,,P-005541,Solana Beach_MDU_Sixth Green HOA,Solana Beach_MDU_Sixth Green HOA,CA,Solana Beach,Future,Sixth Green Townhomes,"state+1; nametoks['beach', 'solana']+2"
006WR00000ywMAUYA2,"247-263 HWY 101 Solana Beach, CA",,CA,CA,247-263 HWY 101 Solana Beach,PAL/ROE Complete,3,3,,P-006844,Solana Beach_MDU_Seascape Chateau,Seascape Chateau,CA,Solana Beach,In Service,Solana Beach_MDU_Seascape Chateau,"state+1; nametoks['beach', 'solana']+2"
006WR00000ywSm9YAE,North Shore HOA,,CA,Encinitas,299 Triton Cir,PAL/ROE Complete,1,5,medium,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['hoa']+1
006WR00000ywSm9YAE,North Shore HOA,,CA,Encinitas,299 Triton Cir,PAL/ROE Complete,2,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000ywSm9YAE,North Shore HOA,,CA,Encinitas,299 Triton Cir,PAL/ROE Complete,3,5,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000ywT2HYAU,Village Park HOA,,CA,Encinitas,1929 Misty Circle,PAL/ROE Complete,1,5,medium,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['hoa']+1
006WR00000ywT2HYAU,Village Park HOA,,CA,Encinitas,1929 Misty Circle,PAL/ROE Complete,2,5,,P-004565,Regal View HOA,Regal View HOA,CA,Encinitas,Future,Regal View HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000ywT2HYAU,Village Park HOA,,CA,Encinitas,1929 Misty Circle,PAL/ROE Complete,3,5,,P-004252,Encinitas_MDU_Pacifica Leucadia HOA,Encinitas_MDU_Pacifica Leucadia HOA,CA,Encinitas,Future,Pacifica Leucadia HOA,state+1; city_exact+3; nametoks['hoa']+1
006WR00000ywT5VYAU,Village Park Shady Tree #2,,CA,Encinitas,2025 Red  Coach Avenue,PAL/ROE Complete,1,5,medium,P-005182,Encinitas_MDU_Encinitas_Village,Encinitas_MDU_Encinitas_Village,CA,Encinitas,Future,,state+1; city_exact+3; nametoks['village']+1
006WR00000ywT5VYAU,Village Park Shady Tree #2,,CA,Encinitas,2025 Red  Coach Avenue,PAL/ROE Complete,2,4,,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3
006WR00000ywT5VYAU,Village Park Shady Tree #2,,CA,Encinitas,2025 Red  Coach Avenue,PAL/ROE Complete,3,4,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3
