SF_Id,Name,Field,Before,After,TriggeringAgreements,Source,Action,Timestamp
006WR00000wk1EQYAY,Hitt Road Patio Home Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1222 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361004
006WR00000wk1ESYAY,Willow Creek,StageName,Under Contract,EMA/Bulk Completed,AGR-1229 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361014
006WR00000wk1ETYAY,Centennial Patio Home Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1233 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361023
006WR00000wk1EUYAY,Parkway Plaza,StageName,Under Contract,EMA/Bulk Completed,AGR-1237 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361033
006WR00000wk1EVYAY,The Reserve,StageName,Under Contract,EMA/Bulk Completed,AGR-1241 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361042
006WR00000wk1EWYAY,Ladera Townhouse,StageName,Under Contract,EMA/Bulk Completed,AGR-1245 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361057
006WR00000wk1EXYAY,Crestview Place Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1249 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361066
006WR00000wk1EYYAY,Cielo Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1252 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361076
006WR00000wk1EZYAY,The Overlook at Thornton,StageName,Under Contract,EMA/Bulk Completed,AGR-1256 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361086
006WR00000wk1EaYAI,Southgate Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1260 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361095
006WR00000wk1EbYAI,Valley View Estates,StageName,Under Contract,EMA/Bulk Completed,AGR-1264 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361104
006WR00000wk1EdYAI,Cougar Creek Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1270 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361114
006WR00000wk1EeYAI,The Sterling Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1274 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361124
006WR00000wk1EfYAI,Navajo Hills,StageName,Under Contract,EMA/Bulk Completed,AGR-1278 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361134
006WR00000wk1EgYAI,Sun Valley Ranch Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1282 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361143
006WR00000wk1EhYAI,Tallgrass Village,StageName,Under Contract,EMA/Bulk Completed,AGR-1286 Bulk (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361153
006WR00000wk1EiYAI,Yavapai Hills Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1288 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361163
006WR00000wk1EjYAI,The Renaissance at Stoney Creek,StageName,Under Contract,EMA/Bulk Completed,AGR-1292 EMA (Archive),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361172
006WR00000wk1EkYAI,Cielo on 5th (f/k/a Equinox on 5th),StageName,Under Contract,EMA/Bulk Completed,AGR-1295 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361182
006WR00000wk1ElYAI,The Bluffs of Brookside,StageName,Under Contract,EMA/Bulk Completed,AGR-1299 EMA (Archive),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361192
006WR00000wk1EmYAI,Bay Colony Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1302 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361206
006WR00000wk1EnYAI,Hallcraft Villas Mesa 1,StageName,Under Contract,EMA/Bulk Completed,AGR-1305 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361216
006WR00000wk1EoYAI,Villa Pacifica Apartments - Tucson,StageName,Under Contract,EMA/Bulk Completed,AGR-1308 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361226
006WR00000wk1EpYAI,Linea Stillwater,StageName,Under Contract,EMA/Bulk Completed,AGR-1312 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361236
006WR00000wkDu6YAE,500 NE 70th,StageName,Under Contract,EMA/Bulk Completed,AGR-0539 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361246
006WR00000wkDuPYAU,7000 Roosevelt Way Apt,StageName,Under Contract,EMA/Bulk Completed,AGR-0564 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361256
006WR00000wkDuRYAU,7101 Roosevelt Way Apt,StageName,Under Contract,EMA/Bulk Completed,AGR-0567 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361265
006WR00000wkDuSYAU,The Fifth Avenue,StageName,Under Contract,EMA/Bulk Completed,AGR-0569 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361275
006WR00000wkDuTYAU,The Sixth Avenue,StageName,Under Contract,EMA/Bulk Completed,AGR-0571 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361284
006WR00000wkDuhYAE,The Park West,StageName,Under Contract,EMA/Bulk Completed,AGR-0612 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361294
006WR00000wkDujYAE,Villa Boitano 2,StageName,Under Contract,EMA/Bulk Completed,AGR-0617 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361303
006WR00000wkDulYAE,104 North Apt,StageName,Under Contract,EMA/Bulk Completed,AGR-0622 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361313
006WR00000wkDunYAE,Villa Boitano 3,StageName,Under Contract,EMA/Bulk Completed,AGR-0627 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361322
006WR00000wkDupYAE,8746 Phinney Apt,StageName,Under Contract,EMA/Bulk Completed,AGR-0632 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361339
006WR00000wkDurYAE,The Cliffetta,StageName,Under Contract,EMA/Bulk Completed,AGR-0637 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361349
006WR00000wkDusYAE,Espana,StageName,Under Contract,EMA/Bulk Completed,AGR-0639 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361359
006WR00000wkEZtYAM,5307 Ravenna,StageName,Under Contract,EMA/Bulk Completed,AGR-0735 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361369
006WR00000wkEZvYAM,1744 Dexter Avenue Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0738 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361378
006WR00000wkEZyYAM,Green Lake South,StageName,Under Contract,EMA/Bulk Completed,AGR-0744 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361387
006WR00000wkEZzYAM,430 NE Ravenna,StageName,Under Contract,EMA/Bulk Completed,AGR-0746 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361396
006WR00000wkEa0YAE,Lakeland,StageName,Under Contract,EMA/Bulk Completed,AGR-0748 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361406
006WR00000wkEaLYAU,The Royce,StageName,Under Contract,EMA/Bulk Completed,AGR-0778 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361415
006WR00000wkEaMYAU,Aloha Wey Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0780 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361424
006WR00000wkEaNYAU,Jem-Wey Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0782 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361433
006WR00000wkEaqYAE,Katerina Chalet,StageName,Under Contract,EMA/Bulk Completed,AGR-0868 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361443
006WR00000wkEarYAE,8409 5th Ave Apt,StageName,Under Contract,EMA/Bulk Completed,AGR-0870 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361453
006WR00000wkEasYAE,Villa Boitano 1,StageName,Under Contract,EMA/Bulk Completed,AGR-0872 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361462
006WR00000wkEatYAE,4459 Fremont Ave Apt,StageName,Under Contract,EMA/Bulk Completed,AGR-0874 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361471
006WR00000wkEazYAE,Spring Mountain Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0891 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361481
006WR00000wkEb0YAE,Aspen Hills,StageName,Under Contract,EMA/Bulk Completed,AGR-0893 Bulk (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361491
006WR00000wkEb2YAE,Columbine Towers,StageName,Under Contract,EMA/Bulk Completed,AGR-0896 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361501
006WR00000wkEbYYAU,Trailpoint by Trion Living / Trailpoint on Highline,StageName,Under Contract,EMA/Bulk Completed,AGR-0957 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361510
006WR00000wkEbZYAU,Ballantrae Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0960 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361520
006WR00000wkEbaYAE,Westcliff Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0964 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361530
006WR00000wkEbbYAE,Sunshine Portland,StageName,Under Contract,EMA/Bulk Completed,AGR-0966 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361539
006WR00000wkEbcYAE,Larpenteur Manor Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0968 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361549
006WR00000wkEbdYAE,Sun Place Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0971 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361558
006WR00000wkEbeYAE,Parkview Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0974 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361567
006WR00000wkEbfYAE,Cottage Terrace Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0977 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361577
006WR00000wkEbgYAE,Edgerton Highlands Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0980 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361586
006WR00000wkEbhYAE,Johnson Parkway Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0983 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361596
006WR00000wkEbiYAE,LaBlanche Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0986 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361605
006WR00000wkEbjYAE,Park Vista Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0989 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361615
006WR00000wkEbkYAE,Pine Tree Park Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0992 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361624
006WR00000wkEblYAE,Goldenstar Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0995 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361634
006WR00000wkEbmYAE,Evergreen East Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-0998 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361643
006WR00000wkEbnYAE,Sherman Forbes Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1001 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361652
006WR00000wkEbpYAE,Shadow Green Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1007 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361662
006WR00000wkEbrYAE,Equinox on Indian School,StageName,Under Contract,EMA/Bulk Completed,AGR-1012 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361671
006WR00000wkEbsYAE,Pomeroy Court,StageName,Under Contract,EMA/Bulk Completed,AGR-1016 Bulk (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361681
006WR00000wkEbuYAE,Coyote Creek,StageName,Under Contract,EMA/Bulk Completed,AGR-1020 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361690
006WR00000wkEbvYAE,The Traditions Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1022 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361699
006WR00000wkEbwYAE,Garden Court Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1026 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361708
006WR00000wkEbxYAE,Woodcrest Townhomes,StageName,Under Contract,EMA/Bulk Completed,AGR-1028 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361718
006WR00000wkEbyYAE,Aspen Oaks,StageName,Under Contract,EMA/Bulk Completed,AGR-1030 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361727
006WR00000wkEbzYAE,Highland Shores Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1032 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361736
006WR00000wkEc0YAE,Barbary Knoll Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1034 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361780
006WR00000wkEc1YAE,Mountain Terrace,StageName,Under Contract,EMA/Bulk Completed,AGR-1036 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361797
006WR00000wkEc2YAE,Meeker Commons,StageName,Under Contract,EMA/Bulk Completed,AGR-1038 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361807
006WR00000wkEc3YAE,Capri on Camelback,StageName,Under Contract,EMA/Bulk Completed,AGR-1040 Bulk (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361816
006WR00000wkEc4YAE,Mansions at Hemingway,StageName,Under Contract,EMA/Bulk Completed,AGR-1043 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361826
006WR00000wkEc7YAE,Maple Grove Villas,StageName,Under Contract,EMA/Bulk Completed,AGR-1050 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361835
006WR00000wkEcFYAU,Equinox on Country Club,StageName,Under Contract,EMA/Bulk Completed,AGR-1062 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361844
006WR00000wkEcGYAU,The Retreat at City Center,StageName,Under Contract,EMA/Bulk Completed,AGR-1066 Bulk (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361854
006WR00000wkEcHYAU,Avalon Wolf Ranch (f/k/a Retreat at Wolf Ranch),StageName,Under Contract,EMA/Bulk Completed,AGR-1070 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361864
006WR00000wkEcIYAU,Lost Spurs,StageName,Under Contract,EMA/Bulk Completed,AGR-1073 EMA (Completed); AGR-1074 Bulk (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361875
006WR00000wkEcJYAU,Grand Estates at Keller,StageName,Under Contract,EMA/Bulk Completed,AGR-1077 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361885
006WR00000wkEcMYAU,Park Vista Townhomes,StageName,Under Contract,EMA/Bulk Completed,AGR-1081 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361895
006WR00000wkEcNYAU,Eaves by Avalon (f/k/a Wimberly Apartments),StageName,Under Contract,EMA/Bulk Completed,AGR-1084 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361904
006WR00000wkEcOYAU,Avalon at Castle Hills (f/k/a Lakeway Castle Hills),StageName,Under Contract,EMA/Bulk Completed,AGR-1087 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361914
006WR00000wkEcPYAU,Liggins Tower,StageName,Under Contract,EMA/Bulk Completed,AGR-1090 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361925
006WR00000wkEcQYAU,Laguna Vista Mobile Estates,StageName,Under Contract,EMA/Bulk Completed,AGR-1094 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361934
006WR00000wkEcRYAU,Villa Del Mar,StageName,Under Contract,EMA/Bulk Completed,AGR-1097 Bulk (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361943
006WR00000wkEcSYAU,Dobson Greens Condo HOA,StageName,Under Contract,EMA/Bulk Completed,AGR-1100 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361953
006WR00000wkEcTYAU,Dobson Bay Club HOA,StageName,Under Contract,EMA/Bulk Completed,AGR-1103 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361962
006WR00000wkEcUYAU,Dobson Ranch Condos,StageName,Under Contract,EMA/Bulk Completed,AGR-1106 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361981
006WR00000wkEcVYAU,Woodcreek Townhomes,StageName,Under Contract,EMA/Bulk Completed,AGR-1109 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.361991
006WR00000wkEcWYAU,Twin Palms Condominiums,StageName,Under Contract,EMA/Bulk Completed,AGR-1112 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362013
006WR00000wkEcYYAU,Waterfront Landing,StageName,Under Contract,EMA/Bulk Completed,AGR-1118 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362028
006WR00000wkEcZYAU,Eagle Lake Garden Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1122 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362042
006WR00000wkEcaYAE,Wheatbaker Patio Home Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1125 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362052
006WR00000wkEcbYAE,Alexandra Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1129 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362062
006WR00000wkEccYAE,Arthouse Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1133 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362072
006WR00000wkEcdYAE,The Retreat on 6th,StageName,Under Contract,EMA/Bulk Completed,AGR-1135 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362081
006WR00000wkEceYAE,Pheasant Run Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1139 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362090
006WR00000wkEcfYAE,Enclave at Westport,StageName,Under Contract,EMA/Bulk Completed,AGR-1143 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362100
006WR00000wkEcgYAE,Northampton Arms Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1145 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362109
006WR00000wkEchYAE,Watervue Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1148 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362119
006WR00000wkEciYAE,Discovery Village at Alliance Town Center,StageName,Under Contract,EMA/Bulk Completed,AGR-1151 Bulk (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362129
006WR00000wkEcjYAE,Lakeside Apartment Homes,StageName,Under Contract,EMA/Bulk Completed,AGR-1153 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362139
006WR00000wkEckYAE,Crosspointe Vista,StageName,Under Contract,EMA/Bulk Completed,AGR-1156 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362149
006WR00000wkEclYAE,Lucille on Roosevelt,StageName,Under Contract,EMA/Bulk Completed,AGR-1162 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362158
006WR00000wkEcmYAE,Arbors of Killeen,StageName,Under Contract,EMA/Bulk Completed,AGR-1166 EMA (Archive),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362168
