Id,Name,StageName,Owner,Property_Address,Property_City,Property_State,Property_Zip,current_category,franchise_type,suggested_category,distance_ft,nearest_fiber_addr,nearest_fdh,via_optk,change_type,geocode_note
006WR00000wkBGAYA2,Asteria Apartment Homes,Prospects,Brett Spivey,"1975 E University Dr, Tempe, AZ 85281, USA",Tempe,AZ,85281,Cat 3,In-Franchise,Cat 3,8895.9,745 N DOBSON RD UNIT 101 MESA AZ 85201,FB05,,no_change,"1975 E UNIVERSITY DR, TEMPE, AZ, 85288"
006WR00000wkBGBYA2,Aura Watermark,Prospects,Brett Spivey,"420 N Scottsdale Rd, Tempe, AZ, USA",Tempe,AZ,85288,Cat 3,In-Franchise,Cat 3,16076.8,745 N DOBSON RD UNIT 160 MESA AZ 85201,FB05,,no_change,"420 N SCOTTSDALE RD, TEMPE, AZ, 85288"
006WR00000wkBGCYA2,Avana Coronado,Prospects,Marty Samuels,"700 North Coronado Street, Chandler, AZ, USA",Chandler,AZ,85224,,In-Franchise,Cat 3,13568.8,3069 N ELLIS ST CHANDLER AZ 85224,FDH33,,fill_blank,"700 N CORONADO ST, CHANDLER, AZ, 85224"
006WR00000wkBGDYA2,Arches at Hidden Creek,Prospects,Marty Samuels,"1586 West Maggio Way, Chandler, AZ, USA",Chandler,AZ,85224,,In-Franchise,Cat 3,17617.6,3069 N ELLIS ST CHANDLER AZ 85224,FDH33,,fill_blank,"1586 W MAGGIO WAY, CHANDLER, AZ, 85224"
006WR00000wkBGEYA2,Borrego at Spectrum,Prospects,Marty Samuels,"3004 S Market St, Gilbert, AZ 85295, USA",Gilbert,AZ,85295,,In-Franchise,Cat 3,25451.1,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"3004 S MARKET ST, GILBERT, AZ, 85295"
006WR00000wkBGFYA2,BB Living at Higley Park,Prospects,Marty Samuels,"3389 E Liberty Ln, Gilbert, AZ 85296, USA",Gilbert,AZ,85296,,In-Franchise,Cat 3,26856.2,4550 E SOUTHERN AVE UNIT 176 MESA AZ 85206,FB03,,fill_blank,"3389 E LIBERTY LN, GILBERT, AZ, 85296"
006WR00000wkBGGYA2,Avanterra Town Square,Prospects,Marty Samuels,"1265 S Gilbert Rd, Gilbert, AZ 85296, USA",Gilbert,AZ,85296,,In-Franchise,Cat 3,8750.6,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"1265 S GILBERT RD, GILBERT, AZ, 85296"
006WR00000wkBGHYA2,Metro on Main,Prospects,Marty Samuels,"944 W Main St, Mesa, AZ 85201, USA",Mesa,AZ,85201,,In-Franchise,Cat 3,3987.6,254 W BROADWAY RD UNIT 1 MESA AZ 85210,FDH05,,fill_blank,"944 W MAIN ST, MESA, AZ, 85201"
006WR00000wkBGIYA2,IMT Riverview,Prospects,Marty Samuels,"711 N Evergreen Rd, Mesa, AZ 85201, USA",Mesa,AZ,85201,,In-Franchise,Cat 3,2887.9,745 N DOBSON RD UNIT 101 MESA AZ 85201,FB05,,fill_blank,"711 N EVERGREEN RD, MESA, AZ, 85201"
006WR00000wkBGJYA2,MAA City Gate,Prospects,Marty Samuels,"5332 E Baseline Rd, Mesa, AZ 85206, USA",Mesa,AZ,85206,,In-Franchise,Cat 3,7681.6,4550 E SOUTHERN AVE UNIT 176 MESA AZ 85206,FB03,,fill_blank,"5332 E BASELINE RD, MESA, AZ, 85206"
006WR00000wkBGKYA2,Inspira Gateway,Prospects,Marty Samuels,"4533 E Banner Gateway Dr, Mesa, AZ 85206, USA",Mesa,AZ,85206,,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wkBGLYA2,Moxie,Prospects,Marty Samuels,"1400 N Cooper Rd, Gilbert, AZ 85233, USA",Gilbert,AZ,85233,,In-Franchise,Cat 3,3946.3,750 N COOPER RD GILBERT AZ 85233,FDH31,,fill_blank,"1400 N COOPER RD, GILBERT, AZ, 85233"
006WR00000wkBGMYA2,Elevation San Tan,Prospects,Marty Samuels,"2045 E Boston St, Gilbert, AZ 85295",Gilbert,AZ,85295,,In-Franchise,Cat 3,24745.6,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"2045 E BOSTON ST, GILBERT, AZ, 85295"
006WR00000wkBGNYA2,Lakeside,Prospects,Marty Samuels,"855 N Dobson Rd, Chandler, AZ, USA",Chandler,AZ,85224,,In-Franchise,Cat 3,12392.2,3069 N ELLIS ST CHANDLER AZ 85224,FDH33,,fill_blank,"855 N DOBSON RD, CHANDLER, AZ, 85224"
006WR00000wkBGOYA2,Gateway at Cooley Station,Prospects,Marty Samuels,4210 E Williams Field Rd  85295,Gilbert,AZ,85295,,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wkBGPYA2,Vantage Point Apartments,Prospects,Marty Samuels,"960 N Gilbert Rd, Gilbert, AZ 85234, USA",Gilbert,AZ,85234,,In-Franchise,Cat 3,5007.7,620 W COMMERCE AVE GILBERT AZ 85233,FDH31,,fill_blank,"960 N GILBERT RD, GILBERT, AZ, 85234"
006WR00000wkBGQYA2,Vistara at SanTan Village,Prospects,Marty Samuels,"1725 S Coronado Rd, Gilbert, AZ 85295",Gilbert,AZ,85295,,In-Franchise,Cat 3,21527.7,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"1725 S CORONADO RD, GILBERT, AZ, 85295"
006WR00000wkBGRYA2,Redstone at SanTan Village,Prospects,Marty Samuels,"1925 S Coronado Rd, Gilbert, AZ 85295, USA",Gilbert,AZ,85295,,In-Franchise,Cat 3,22277.9,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"1925 S CORONADO RD, GILBERT, AZ, 85295"
006WR00000wkBGSYA2,Sierra Estates (MHP),Prospects,Marty Samuels,"9431 E Coralbell Ave, Mesa, AZ 85208, USA",Mesa,AZ,85208,,In-Franchise,Cat 3,15510.4,7353 E UNIVERSITY DR UNIT 1132 MESA AZ 85207,FB01,,fill_blank,"9431 E CORALBELL AVE, MESA, AZ, 85208"
006WR00000wkBGTYA2,Trax at Cooley Station,Prospects,Marty Samuels,SWC of Williams Field Road and Verde Drive Gilbert AZ,Gilbert,AZ,85295,,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wkBGUYA2,San Villante,Prospects,Marty Samuels,"4760 E Baseline Rd, Mesa, AZ 85206, USA",Mesa,AZ,85206,,In-Franchise,Cat 3,5508.7,4550 E SOUTHERN AVE UNIT 176 MESA AZ 85206,FB03,,fill_blank,"4760 E BASELINE RD, MESA, AZ, 85206"
006WR00000wkBGVYA2,The District Lofts,Prospects,Marty Samuels,"170 W Cullumber Ave, Gilbert, AZ 85233, USA",Gilbert,AZ,85233,,In-Franchise,Cat 3,3620.6,619 W COMMERCE AVE GILBERT AZ 85233,FDH31,,fill_blank,"170 W CULLUMBER AVE, GILBERT, AZ, 85233"
006WR00000wkBGWYA2,Serena Shores,Prospects,Marty Samuels,"4101 E Baseline Rd, Gilbert, AZ 85234, USA",Gilbert,AZ,85234,,In-Franchise,Cat 3,6302.1,4550 E SOUTHERN AVE UNIT 102 MESA AZ 85206,FB03,,fill_blank,"4101 E BASELINE RD, GILBERT, AZ, 85234"
006WR00000wkBGXYA2,Station21,Prospects,Marty Samuels,"2121 W Main St, Mesa, AZ 85201, USA",Mesa,AZ,85201,,In-Franchise,Cat 3,3283.7,701 S DOBSON RD UNIT 684 MESA AZ 85202,FB38,,fill_blank,"2121 W MAIN ST, MESA, AZ, 85201"
006WR00000wkBGYYA2,Olive Apartments,Prospects,Marty Samuels,"South Olive, Mesa, AZ 85204, USA",Mesa,AZ,85204,,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wkBGZYA2,The Julia,Prospects,Marty Samuels,"546 S Country Club Dr, Mesa, AZ 85210, USA",Mesa,AZ,85210,,In-Franchise,Cat 2,515.7,635 S COUNTRY CLUB DR MESA AZ 85210,FDH04,,fill_blank,"546 S COUNTRY CLUB DR, MESA, AZ, 85210"
006WR00000wkBGaYAM,Metro at Downtown Mesa,Prospects,Marty Samuels,"123 South Robson, Mesa, AZ 85201, USA",Mesa,AZ,85210,,In-Franchise,Cat 2,926.9,61 S MACDONALD MESA AZ 85210,FDH02,,fill_blank,"123 S ROBSON, MESA, AZ, 85210"
006WR00000wkBGbYAM,6th St & South Rural Rd,Prospects,Brett Spivey,6th St & South Rural Rd Tempe Az 85281,Tempe,AZ,85281,Cat 3,In-Franchise,Cat 3,16042.2,745 N DOBSON RD UNIT 101 MESA AZ 85201,FB05,,no_change,"E 6TH ST & S RURAL RD, TEMPE, AZ, 85281"
006WR00000wkBGcYAM,211 E 7th St,Prospects,Brett Spivey,"211 East 7th Street, Tempe, AZ, USA",Tempe,AZ,85281,Cat 3,In-Franchise,Cat 3,18849.2,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,no_change,"211 E 7TH ST, TEMPE, AZ, 85281"
006WR00000wkBGdYAM,Aura Apache,Prospects,Brett Spivey,"1820 E Apache Blvd, Tempe, AZ 85281, USA",Tempe,AZ,85281,Cat 3,In-Franchise,Cat 3,9695.9,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,no_change,"1820 E APACHE BLVD, TEMPE, AZ, 85281"
006WR00000wkBGeYAM,Highlands At Spectrum,Prospects,Marty Samuels,"1456 E Pecos Rd, Gilbert, AZ 85295, USA",Gilbert,AZ,85295,,In-Franchise,Cat 3,23668.0,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"1456 E PECOS RD, GILBERT, AZ, 85295"
006WR00000wkBGfYAM,Icon at Cooley Station,Prospects,Marty Samuels,"2550 S Recker Rd, Gilbert, AZ 85295, USA",Gilbert,AZ,85295,,In-Franchise,Cat 3,34142.4,4550 E SOUTHERN AVE UNIT 176 MESA AZ 85206,FB03,,fill_blank,"2550 S RECKER RD, GILBERT, AZ, 85295"
006WR00000wkBGgYAM,Legacy on Main,Prospects,Marty Samuels,"950 W Main St, Mesa, AZ 85201, USA",Mesa,AZ,85201,,In-Franchise,Cat 3,4431.6,254 W BROADWAY RD UNIT 1 MESA AZ 85210,FDH05,,fill_blank,"950 W MAIN ST, MESA, AZ, 85201"
006WR00000wkBGhYAM,SanTan by Baron,Prospects,Marty Samuels,"2910 S Greenfield Rd, Gilbert, AZ 85295, USA",Gilbert,AZ,85295,,In-Franchise,Cat 3,27300.1,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"2910 S GREENFIELD RD, GILBERT, AZ, 85295"
006WR00000wkBGiYAM,Town Commons,Prospects,Marty Samuels,"1000 S Gilbert Rd, Gilbert, AZ 85296, USA",Gilbert,AZ,85296,,In-Franchise,Cat 3,7777.1,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"1000 S GILBERT RD, GILBERT, AZ, 85296"
006WR00000wkBGjYAM,Valle Del Oro (MHP),Prospects,Marty Samuels,1452 S Ellsworth Rd  Mesa Az 85209,Mesa,AZ,85209,,In-Franchise,Cat 3,16155.4,7353 E UNIVERSITY DR UNIT 1132 MESA AZ 85207,FB01,,fill_blank,"1452 S ELLSWORTH RD, MESA, AZ, 85209"
006WR00000wkBGkYAM,The Tyler,Prospects,Marty Samuels,"3150 E Ray Rd, Gilbert, AZ 85296, USA",Gilbert,AZ,85296,,In-Franchise,Cat 3,11684.5,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"3150 E RAY RD, GILBERT, AZ, 85296"
006WR00000wkBGlYAM,X-b Trailer Ranch-107 Spaces (MHP),Prospects,Marty Samuels,"5200 E Main St, Mesa, AZ 85205, USA",Mesa,AZ,85205,,In-Franchise,Cat 1,453.9,5144 E MAIN ST MESA AZ 85205,FDH05,,fill_blank,"5200 E MAIN ST, MESA, AZ, 85205"
006WR00000wkBGmYAM,San Privada,Prospects,Marty Samuels,"1480 E Pecos Rd, Gilbert, AZ 85295, USA",Gilbert,AZ,85295,,In-Franchise,Cat 3,23890.1,552 S SUNRISE DR GILBERT AZ 85233,FDH07,,fill_blank,"1480 E PECOS RD, GILBERT, AZ, 85295"
006WR00000wkBGnYAM,The Villages at Park Center,Prospects,Marty Samuels,"930 N Mesa Dr, Mesa, AZ 85201, USA",Mesa,AZ,85201,,In-Franchise,Cat 2,1738.2,1050 N HORNE UNIT 70 MESA AZ 85203,FDH13,,fill_blank,"930 N MESA DR, MESA, AZ, 85201"
006WR00000wkBThYAM,5252 S Cornell Ave,Prospects,Brett Spivey,"5253 S Cornell Ave, Chicago, IL, USA",Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2284655.1,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5253 S CORNELL AVE, CHICAGO, IL, 60615"
006WR00000wkBTiYAM,Clove Apartments,Prospects,Bill Holick,"8004 Farnam Drive, Omaha, NE, USA",Omaha,NE,68114,Cat 1,In-Franchise,Cat 1,124.6,7833 DODGE ST OMAHA NE 68114,FB03,,no_change,"8004 FARNAM DR, OMAHA, NE, 68114"
006WR00000wkBTjYAM,5300-5308 S. Greenwood Avenue,Prospects,Brett Spivey,5300-5308 S. Greenwood Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2280800.2,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5308 S GREENWOOD AVE, CHICAGO, IL, 60615"
006WR00000wkBTkYAM,Sun Life RV Resort,Prospects,Jeff Wickersham,"5055 E University Dr, Mesa, AZ 85205, USA",Mesa,AZ,85205,,In-Franchise,Cat 2,1291.7,4860 E MAIN ST UNIT T205 MESA AZ 85205,FB12,,fill_blank,"5055 E UNIVERSITY DR, MESA, AZ, 85205"
006WR00000wkBTlYAM,5300-5308 S. Hyde Park Boulevard,Prospects,Brett Spivey,"5300 South Hyde Park Boulevard, Chicago, IL, USA",Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2285066.2,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5300 S HYDE PARK BLVD, CHICAGO, IL, 60615"
006WR00000wkBTmYAM,Azle Oaks Apartments,Prospects,Bill Holick,"700 Jarvis Ln, Azle, TX 76020",Azle,TX,76020,Cat 1,In-Franchise,Cat 2,744.5,700 JARVIS LN UNIT 99 AZLE TX 76020,FB03,,change,"700 JARVIS LN, AZLE, TX, 76020"
006WR00000wkBTnYAM,5300 South Drexel,Prospects,Brett Spivey,"5301 S Drexel Blvd, Chicago, IL, USA",Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2279706.7,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5301 S DREXEL AVE, CHICAGO, IL, 60615"
006WR00000wkBToYAM,Orchard Park Apartments,Prospects,Bill Holick,"7805 Harney Street, Omaha, NE, USA",Omaha,NE,68114,Cat 1,In-Franchise,Cat 1,139.3,7805 HARNEY ST UNIT 1 OMAHA NE 68114,FB16,,no_change,"7805 HARNEY ST, OMAHA, NE, 68114"
006WR00000wkBTpYAM,5034-5046 S. Woodlawn Avenue,Prospects,Brett Spivey,5034-5046 S. Woodlawn Avenue,Chicago,IL,60615,Cat 3,In-Franchise,,,,,,geocode_failed,Tie
006WR00000wkBTqYAM,Woodbridge Senior Living [Connect55+],Prospects,Bill Holick,"7205 North 73rd Plaza Circle, Omaha, NE, USA",Omaha,NE,68122,Cat 1,In-Franchise,Cat 1,172.5,7303 GIRARD ST OMAHA NE 68122,FDH27,,no_change,"7205 N 73RD PLAZA CIR, OMAHA, NE, 68122"
006WR00000wkBTrYAM,5320-5326.5 S. Drexel Boulevard,Prospects,Brett Spivey,5320-5326.5 S. Drexel Boulevard,Chicago,IL,60615,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wkBTsYAM,The Cape,Prospects,Bill Holick,"120 Via Cantebria, Encinitas, CA, USA",Encinitas,CA,92024,Cat 1,In-Franchise,Cat 1,114.0,120 VIA CANTEBRIA UNIT 37 ENCINITAS CA 92024,FDH58,,no_change,"120 VIA CANTEBRIA, ENCINITAS, CA, 92024"
006WR00000wkBTtYAM,5325 S. Hyde Park Boulevard,Prospects,Brett Spivey,5326 S. Hyde Park Boulevard,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2285063.8,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5326 S HYDE PARK BLVD, CHICAGO, IL, 60615"
006WR00000wkBTuYAM,Indian Hills Village Apartments,Prospecting,Bill Holick,"8515 Indian Hills Drive, Omaha, NE, USA",Omaha,NE,68114,Cat 1,In-Franchise,Cat 1,108.7,102 S 85TH ST UNIT 1 OMAHA NE 68114,FDH01,,no_change,"8515 INDIAN HILLS DR, OMAHA, NE, 68114"
006WR00000wkBTvYAM,5326-5336 S. Greenwood Avenue,Prospects,Brett Spivey,5326-5336 S. Greenwood Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2280796.6,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5336 S GREENWOOD AVE, CHICAGO, IL, 60615"
006WR00000wkBTwYAM,5335-5337 S. Woodlawn Avenue,Prospects,Brett Spivey,5335-5337 S. Woodlawn Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2281679.4,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5337 S WOODLAWN AVE, CHICAGO, IL, 60615"
006WR00000wkBTxYAM,The Springs,Prospects,Chuck McNeely,"3100 Hamilton Ave, Fort Worth, TX, USA",Fort Worth,TX,76107,,In-Franchise,Cat 3,34699.5,6216 TEN MILE BRIDGE RD FORT WORTH TX 76179,FDH06,,fill_blank,"3100 HAMILTON AVE, FORT WORTH, TX, 76107"
006WR00000wkBTyYAM,5335-5345 S. Kimbark Avenue,Prospects,Brett Spivey,5335-5345 S. Kimbark Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2282119.2,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5345 S KIMBARK AVE, CHICAGO, IL, 60615"
006WR00000wkBTzYAM,Luma Lane Apartments,Prospects,Bill Holick,"4460 Redman Avenue, Omaha, NE, USA",Omaha,NE,68111,Cat 1,In-Franchise,Cat 1,63.2,4468 REDMAN AVE UNIT 6 OMAHA NE 68111,FB18,,no_change,"4460 REDMAN AVE, OMAHA, NE, 68111"
006WR00000wkBU0YAM,5336-5338 S. Hyde Park Boulevard,Prospects,Brett Spivey,5336-5338 S. Hyde Park Boulevard,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2285062.6,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5338 S HYDE PARK BLVD, CHICAGO, IL, 60615"
006WR00000wkBU1YAM,5337 S. Hyde Park Boulevard,Prospects,Brett Spivey,5338 S. Hyde Park Boulevard,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2285062.6,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5338 S HYDE PARK BLVD, CHICAGO, IL, 60615"
006WR00000wkBU2YAM,Emerson Mill Avenue,Prospects,Brett Spivey,"101 W 5th St, Tempe, AZ 85281, USA",Tempe,AZ,85281,Cat 3,In-Franchise,Cat 3,20545.3,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,no_change,"101 W 5TH ST, TEMPE, AZ, 85281"
006WR00000wkBU3YAM,5339-5345 S. Woodlawn,Prospects,Brett Spivey,"5415 S. Woodlawn Avenue Apartments, South Woodlawn Avenue, South Side, Chicago, IL, USA",Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2281668.9,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5415 S WOODLAWN AVE, CHICAGO, IL, 60615"
006WR00000wkBU4YAM,Copper Ridge HOA,Prospects,Jeff Chao,"732 North 129th Street, Omaha, NE, USA",Omaha,NE,68154,Cat 2,In-Franchise,Cat 2,1027.5,14301 FIRST NATIONAL BANK PKWY OMAHA NE 68154,FDH01,Y,no_change,"732 N 129TH ST, OMAHA, NE, 68154"
006WR00000wkBU5YAM,5355-5361 S. Cottage Grove,Prospects,Brett Spivey,5355-5361 S. Cottage Grove,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2279035.2,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5361 S COTTAGE GROVE AVE, CHICAGO, IL, 60615"
006WR00000wkBU6YAM,5400-5408 S. Ingleside,Prospects,Brett Spivey,5400-5408 S. Ingleside,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2279948.5,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5408 S INGLESIDE AVE, CHICAGO, IL, 60615"
006WR00000wkBU7YAM,5401-5403 S. Woodlawn,Prospects,Brett Spivey,5401-5403 S. Woodlawn,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2281672.5,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5403 S WOODLAWN AVE, CHICAGO, IL, 60615"
006WR00000wkBU8YAM,5401-5405 S. Drexel Boulevard,Prospects,Brett Spivey,5401-5405 S. Drexel Boulevard,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2279693.1,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5405 S DREXEL AVE, CHICAGO, IL, 60615"
006WR00000wkBU9YAM,5401-5409 S. Cottage Grove Avenue,Prospects,Brett Spivey,5401-5409 S. Cottage Grove Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2279028.5,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5409 S COTTAGE GROVE AVE, CHICAGO, IL, 60615"
006WR00000wkBUAYA2,5405-5407 S. Woodlawn Avenue,Prospects,Brett Spivey,5405-5407 S. Woodlawn Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2281671.6,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5407 S WOODLAWN AVE, CHICAGO, IL, 60615"
006WR00000wkBUBYA2,5409 S. Blackstone,Prospects,Brett Spivey,5410 S. Blackstone,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2283316.7,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5410 S BLACKSTONE AVE, CHICAGO, IL, 60615"
006WR00000wkBUCYA2,5411-5421 S. Ellis Avenue,Prospects,Brett Spivey,5411-5421 S. Ellis Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2280401.7,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5421 S ELLIS AVE, CHICAGO, IL, 60615"
006WR00000wkBUDYA2,Chisholm Trail Senior Village,Prospects,Chuck McNeely,"1003 West Martin Luther King Junior Avenue, Belton, TX, USA",Belton,TX,76513,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wkBUEYA2,5415 S. Woodlawn Avenue,Prospects,Brett Spivey,5415 S. Woodlawn Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2281668.9,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5415 S WOODLAWN AVE, CHICAGO, IL, 60615"
006WR00000wkBUFYA2,5416 S. Woodlawn Avenue,Prospects,Brett Spivey,5416 S. Woodlawn Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2281628.1,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5416 S WOODLAWN AVE, CHICAGO, IL, 60615"
006WR00000wkBUGYA2,5427 S. Greenwood,Prospects,Brett Spivey,5428 S. Greenwood,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2280782.2,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5428 S GREENWOOD AVE, CHICAGO, IL, 60615"
006WR00000wkBUHYA2,5429 S. Woodlawn Avenue,Prospects,Brett Spivey,5430 S. Woodlawn Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2281624.7,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5430 S WOODLAWN AVE, CHICAGO, IL, 60615"
006WR00000wkBUIYA2,5452-5466 S. Ellis Avenue,Prospects,Brett Spivey,5452-5466 S. Ellis Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2280349.5,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5466 S ELLIS AVE, CHICAGO, IL, 60615"
006WR00000wkBUJYA2,5457-5459 S. Blackstone Avenue,Prospects,Brett Spivey,5457-5459 S. Blackstone Avenue,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2283348.0,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5459 S BLACKSTONE AVE, CHICAGO, IL, 60615"
006WR00000wkBUKYA2,5468-70 S. Hyde Park Boulevard,Prospects,Brett Spivey,5468-70 S. Hyde Park Boulevard,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2285040.6,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5468 S HYDE PARK BLVD, CHICAGO, IL, 60615"
006WR00000wkBULYA2,Aviator West 7th Apartments,Prospects,Chuck McNeely,"2726 Mercedes Ave, Fort Worth, TX, USA",Fort Worth,TX,76107,,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wkBUMYA2,5474-5480 S. Hyde Park Boulevard,Prospects,Brett Spivey,5474-5480 S. Hyde Park Boulevard,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2285038.3,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5480 S HYDE PARK BLVD, CHICAGO, IL, 60615"
006WR00000wkBUNYA2,5487-5491 S. Hyde Park Boulevard,Prospects,Brett Spivey,5487-5491 S. Hyde Park Boulevard,Chicago,IL,60615,Cat 3,In-Franchise,Cat 3,2285077.8,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5491 S HYDE PARK BLVD, CHICAGO, IL, 60615"
006WR00000wkBUOYA2,5500 S. Cornell,Prospects,Brett Spivey,5500 S. Cornell,Chicago,IL,60637,Cat 3,In-Franchise,Cat 3,2284635.8,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5500 S CORNELL AVE, CHICAGO, IL, 60637"
006WR00000wkBUPYA2,520 Samuels Ave - The Franklin At Samuels Ave Apartments,Prospects,Chuck McNeely,"520 Samuels Avenue, Fort Worth, TX, USA",Fort Worth,TX,76102,,In-Franchise,Cat 3,35003.2,6364 SANDSHELL DR FORT WORTH TX 76137,FDH09,,fill_blank,"520 SAMUELS AVE, FORT WORTH, TX, 76102"
006WR00000wkBUQYA2,5501 S. Cornell,Prospects,Brett Spivey,5501 S. Cornell,Chicago,IL,60637,Cat 3,In-Franchise,Cat 3,2284677.6,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5501 S CORNELL AVE, CHICAGO, IL, 60637"
006WR00000wkBURYA2,5507-5509 S. Hyde Park Boulevard,Prospects,Brett Spivey,5507-5509 S. Hyde Park Boulevard,Chicago,IL,60637,Cat 3,In-Franchise,Cat 3,2285073.6,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5509 S HYDE PARK BLVD, CHICAGO, IL, 60637"
006WR00000wkBUSYA2,5508 S. Cornell Avenue,Prospects,Brett Spivey,5509 S. Cornell Avenue,Chicago,IL,60637,Cat 3,In-Franchise,Cat 3,2284676.9,415 LEAVENWORTH ST OMAHA NE 68102,FDH01,Y,no_change,"5509 S CORNELL AVE, CHICAGO, IL, 60637"
